
HST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2007-3-19,81,75,69,65,63,60,78,66,56,30.11,30.08,30.04,10,10,10,16,8,,0.09,2,Rain,156<br />
2007-3-20,81,74,68,65,63,59,81,68,56,30.14,30.09,30.04,10,10,10,14,7,,0.00,4,,158<br />
2007-3-21,82,76,70,64,61,58,76,59,45,30.17,30.10,30.05,10,10,10,13,7,,0.00,2,,162<br />
2007-3-22,80,75,70,67,61,53,79,61,48,30.09,30.05,30.00,10,10,10,13,7,,0.00,3,Rain,157<br />
2007-3-23,81,76,70,66,64,60,78,66,56,30.07,30.02,29.98,10,10,10,13,7,,0.00,4,,185<br />
2007-3-24,81,74,68,64,61,55,73,60,45,30.05,30.01,29.96,10,10,10,20,10,24,0.00,4,Rain,152<br />
2007-3-25,82,76,71,65,63,60,73,64,54,30.06,30.01,29.96,10,10,10,13,6,,0.00,5,,179<br />
2007-3-26,82,76,71,66,63,61,73,64,54,30.03,30.00,29.95,10,10,10,10,8,,0.00,1,,199<br />
2007-3-27,82,76,71,67,64,60,71,65,54,30.01,29.97,29.91,10,10,10,14,8,,0.00,2,,245<br />
2007-3-28,80,75,70,68,66,63,87,75,62,29.99,29.95,29.88,10,9,2,13,6,,0.30,5,Rain,158<br />
2007-3-29,81,76,71,67,65,60,78,68,58,29.94,29.91,29.85,10,10,10,13,9,,0.00,4,Rain,213<br />
2007-3-30,81,75,69,66,64,61,81,67,54,29.95,29.90,29.86,10,10,10,10,6,,0.00,1,,15<br />
2007-3-31,81,74,68,63,61,57,73,62,52,29.96,29.91,29.87,10,10,10,10,6,,0.00,0,,2<br />
2007-4-1,81,75,69,63,60,57,71,59,52,29.97,29.93,29.89,10,10,10,16,7,,0.00,2,,11<br />
2007-4-2,82,76,70,62,59,54,66,54,46,30.05,29.98,29.93,10,10,10,25,12,30,0.00,1,,15<br />
2007-4-3,82,74,66,58,54,47,73,48,33,30.06,30.03,29.99,10,10,10,18,8,,0.00,0,,16<br />
2007-4-4,79,74,69,59,56,49,68,54,47,30.06,30.02,29.95,10,10,10,12,7,,0.00,2,,115<br />
2007-4-5,80,73,66,60,57,54,68,56,47,30.06,30.01,29.94,10,10,10,12,6,,0.00,1,,14<br />
2007-4-6,80,73,66,61,58,52,61,55,48,30.09,30.03,29.96,10,10,10,10,7,,0.00,1,,330<br />
2007-4-7,82,75,68,61,57,49,61,51,38,30.10,30.06,30.01,10,10,10,13,7,,0.00,1,,145<br />
2007-4-8,82,75,68,63,58,53,63,55,46,30.10,30.06,30.02,10,10,10,13,7,,0.00,3,,174<br />
2007-4-9,82,76,71,65,62,59,67,59,51,30.11,30.07,30.02,10,10,10,14,6,,0.00,3,,208<br />
2007-4-10,81,77,73,66,63,59,71,62,52,30.13,30.08,30.02,10,10,10,10,6,,0.00,5,,249<br />
2007-4-11,82,78,73,67,64,61,69,62,53,30.12,30.07,30.02,10,10,10,14,8,,0.00,4,,228<br />
2007-4-12,81,77,73,67,65,57,79,68,55,30.12,30.08,30.03,10,10,10,13,6,16,0.01,4,Rain,331<br />
2007-4-13,84,78,71,67,62,60,81,61,47,30.12,30.07,30.03,10,10,10,14,8,,0.00,4,,166<br />
2007-4-14,82,76,71,67,64,59,73,63,54,30.10,30.05,29.99,10,10,10,14,7,,0.00,3,Rain,187<br />
2007-4-15,82,77,72,66,62,57,71,59,45,30.12,30.07,30.02,10,10,10,13,6,,0.00,3,,276<br />
2007-4-16,82,78,73,66,64,62,71,65,54,30.12,30.08,30.04,10,10,10,10,6,,0.00,3,,224<br />
2007-4-17,81,77,73,66,63,55,76,61,44,30.15,30.10,30.06,10,10,10,22,5,26,0.00,4,Rain,209<br />
2007-4-18,82,77,72,65,63,59,68,61,52,30.12,30.08,30.03,10,10,10,13,8,17,0.00,2,,174<br />
2007-4-19,84,78,73,67,63,55,79,63,36,30.09,30.04,29.99,10,10,10,21,7,26,0.01,4,Rain,143<br />
2007-4-20,82,76,71,65,63,59,78,63,48,30.08,30.03,29.99,10,10,10,13,6,,0.00,4,,172<br />
2007-4-21,82,76,71,65,62,58,70,61,53,30.09,30.04,30.01,10,10,10,16,5,,0.00,2,,207<br />
2007-4-22,82,76,70,65,60,55,64,58,50,30.11,30.07,30.03,10,10,10,16,9,,0.00,3,Rain,80<br />
2007-4-23,81,76,70,63,60,55,66,58,50,30.13,30.08,30.04,10,10,10,16,7,,0.00,3,,158<br />
2007-4-24,82,76,71,65,62,56,67,59,51,30.14,30.09,30.04,10,10,10,12,8,,0.00,3,,191<br />
2007-4-25,82,78,73,64,62,58,66,60,52,30.13,30.09,30.04,10,10,10,13,7,,0.00,3,,177<br />
2007-4-26,82,76,71,65,61,53,69,60,46,30.10,30.06,30.01,10,10,10,17,9,,0.00,3,,156<br />
2007-4-27,82,76,70,63,58,52,66,53,39,30.12,30.06,30.01,10,10,10,16,9,,0.00,2,,179<br />
2007-4-28,82,75,68,63,58,48,60,53,43,30.10,30.06,30.00,10,10,10,14,9,20,0.00,2,,301<br />
2007-4-29,82,76,71,65,61,54,69,58,51,30.10,30.06,30.02,10,10,10,15,9,,0.00,2,,154<br />
2007-4-30,81,76,71,64,61,56,68,61,53,30.10,30.04,30.00,10,10,10,13,9,,0.00,2,,172<br />
2007-5-1,82,76,70,65,61,57,71,59,47,30.05,30.02,30.00,10,10,10,17,7,,0.00,4,,147<br />
2007-5-2,82,76,70,66,62,57,69,60,50,30.09,30.02,29.98,10,10,10,13,7,,0.00,2,,225<br />
2007-5-3,82,78,73,66,62,58,64,58,50,30.07,30.04,30.01,10,10,7,14,8,,0.00,5,,176<br />
2007-5-4,82,78,73,66,63,60,66,60,52,30.05,30.00,29.94,10,10,10,13,6,,0.00,6,Rain,295<br />
2007-5-5,81,78,75,66,65,63,69,65,54,30.04,30.00,29.96,10,10,10,10,4,,0.00,5,,230<br />
2007-5-6,80,76,73,67,64,59,79,66,56,30.03,29.99,29.94,10,10,10,13,7,,0.00,7,Rain,184<br />
2007-5-7,82,76,70,66,62,57,69,60,49,30.02,29.97,29.94,10,10,10,14,7,,0.00,3,,218<br />
2007-5-8,82,76,71,66,63,59,70,61,56,30.02,29.97,29.92,10,10,10,12,7,,0.00,4,,195<br />
2007-5-9,82,76,70,67,62,57,68,58,44,30.03,30.00,29.96,10,10,10,15,7,,0.00,3,,204<br />
2007-5-10,80,76,73,64,60,52,71,58,42,30.04,30.00,29.95,10,10,10,15,6,,0.00,4,,91<br />
2007-5-11,82,76,70,63,59,54,63,55,47,30.04,30.01,29.97,10,10,10,15,7,,0.00,2,,147<br />
2007-5-12,81,76,71,64,59,53,62,54,46,30.05,30.01,29.97,10,10,10,15,9,,0.00,0,,212<br />
2007-5-13,82,76,71,67,64,60,73,65,58,30.05,30.01,29.98,10,10,10,14,6,,0.00,1,,198<br />
2007-5-14,82,78,73,67,65,62,71,65,58,30.09,30.03,29.99,10,10,10,15,7,,0.00,3,,212<br />
2007-5-15,82,78,73,67,66,64,74,67,56,30.11,30.08,30.03,10,10,10,13,7,,0.00,3,,257<br />
2007-5-16,82,78,73,68,66,61,82,66,58,30.10,30.05,30.00,10,9,5,15,7,,0.10,4,Rain,217<br />
2007-5-17,82,78,73,68,66,63,82,66,56,30.05,30.02,29.98,10,10,10,14,7,,0.00,4,Rain,195<br />
2007-5-18,84,78,73,68,66,61,74,64,58,30.08,30.03,29.99,10,10,10,14,7,,0.00,3,,191<br />
2007-5-19,84,78,73,69,67,62,76,66,51,30.11,30.08,30.02,10,10,10,17,8,,0.00,3,,335<br />
2007-5-20,84,80,75,70,68,65,79,69,54,30.12,30.08,30.04,10,10,10,12,9,,0.00,4,,264<br />
2007-5-21,84,80,77,70,69,68,79,72,61,30.12,30.07,30.02,10,9,5,12,8,,0.00,6,,283<br />
2007-5-22,84,80,77,70,68,64,79,69,56,30.08,30.05,30.00,10,10,9,14,8,,0.00,6,,230<br />
2007-5-23,82,76,71,68,63,60,74,60,49,30.10,30.05,30.01,10,10,7,12,5,,0.04,5,Rain,229<br />
2007-5-24,82,77,72,68,66,64,78,67,56,30.10,30.07,30.02,10,10,10,15,9,,0.09,4,Rain,196<br />
2007-5-25,84,78,72,68,66,62,74,67,55,30.09,30.06,30.02,10,10,10,14,8,,0.00,3,,187<br />
2007-5-26,82,76,71,66,64,62,75,64,53,30.09,30.06,30.01,10,10,10,12,7,,0.00,3,Rain,156<br />
2007-5-27,82,78,73,65,63,60,71,60,47,30.08,30.05,30.00,10,10,10,13,7,,0.00,3,,219<br />
2007-5-28,84,78,71,68,66,59,84,67,54,30.09,30.05,30.00,10,10,10,15,8,,0.00,5,Rain,207<br />
2007-5-29,82,78,73,68,64,60,69,62,52,30.06,30.02,29.98,10,10,10,12,6,,0.00,4,,181<br />
2007-5-30,82,78,73,68,64,58,69,60,52,30.05,30.02,29.99,10,10,10,12,6,,0.00,2,,257<br />
2007-5-31,82,78,73,68,65,60,71,62,54,30.05,30.02,29.98,10,10,10,13,6,,0.00,3,,261<br />
2007-6-1,82,78,73,68,65,60,71,64,56,30.05,30.01,29.97,10,10,10,12,6,,0.00,3,,204<br />
2007-6-2,82,78,75,70,68,65,79,70,60,30.03,29.99,29.96,10,10,10,13,7,,0.00,6,Rain,258<br />
2007-6-3,86,78,71,69,65,58,76,63,52,30.06,30.02,29.99,10,10,10,13,6,,0.00,2,,194<br />
2007-6-4,84,78,73,71,65,58,85,64,51,30.09,30.05,30.01,10,10,10,15,7,,0.04,4,Rain,205<br />
2007-6-5,82,78,73,70,68,65,90,71,60,30.12,30.07,30.02,10,10,10,13,7,,0.00,6,Rain,185<br />
2007-6-6,82,78,73,69,66,64,79,66,58,30.09,30.06,30.03,10,10,10,14,6,,0.00,5,,204<br />
2007-6-7,81,78,73,72,67,61,89,71,56,30.05,30.00,29.97,10,9,2,10,7,18,0.08,6,Rain,191<br />
2007-6-8,82,76,71,68,66,59,78,67,56,30.01,29.96,29.91,10,10,10,12,7,,0.00,3,,182<br />
2007-6-9,84,78,73,68,65,62,71,62,55,30.01,29.97,29.94,10,10,10,14,6,,0.00,1,,202<br />
2007-6-10,84,78,73,69,67,61,73,66,56,30.04,29.99,29.96,10,10,10,13,5,,0.00,2,,268<br />
2007-6-11,84,80,77,69,65,60,76,60,49,30.02,29.97,29.93,10,10,10,15,10,,0.00,4,,195<br />
2007-6-12,82,78,73,70,69,65,88,73,65,30.02,29.97,29.93,10,9,2,15,6,,0.62,5,Rain,208<br />
2007-6-13,82,78,73,72,69,66,89,77,65,29.99,29.96,29.92,10,9,0,13,6,,0.92,5,Rain,218<br />
2007-6-14,82,78,73,72,69,66,82,74,65,29.94,29.90,29.87,10,10,7,12,7,,0.06,4,Rain,204<br />
2007-6-15,84,78,73,71,68,61,84,71,54,29.91,29.88,29.85,10,10,10,15,6,,0.00,4,Rain,279<br />
2007-6-16,84,78,73,69,67,64,82,66,53,29.97,29.92,29.88,10,10,10,13,6,,0.00,4,,285<br />
2007-6-17,84,78,73,69,67,63,79,66,58,30.00,29.96,29.93,10,10,10,12,6,,0.00,3,,217<br />
2007-6-18,84,80,75,69,67,64,74,65,56,30.00,29.96,29.92,10,10,10,13,8,,0.00,3,,220<br />
2007-6-19,84,78,73,70,67,64,76,67,56,30.02,29.97,29.93,10,10,10,13,6,,0.00,3,,213<br />
2007-6-20,84,80,75,70,68,66,74,67,58,30.06,30.02,29.98,10,10,10,13,9,,0.00,5,,226<br />
2007-6-21,82,78,75,70,69,66,78,70,63,30.08,30.04,30.02,10,10,10,12,6,,0.00,6,Rain,196<br />
2007-6-22,84,80,75,69,67,64,76,64,56,30.07,30.04,30.02,10,10,10,14,7,,0.00,3,,179<br />
2007-6-23,84,80,75,68,65,54,76,63,45,30.04,29.99,29.95,10,10,10,16,8,,0.00,4,,173<br />
2007-6-24,84,78,73,66,61,54,64,54,45,29.98,29.95,29.91,10,10,10,13,9,,0.00,1,,276<br />
2007-6-25,84,78,73,68,65,61,74,63,53,29.97,29.94,29.91,10,10,10,15,8,,0.02,3,Rain,172<br />
2007-6-26,84,80,75,70,67,65,74,66,56,30.09,30.01,29.94,10,10,10,15,9,,0.00,4,,225<br />
2007-6-27,86,80,75,70,68,62,76,66,53,30.12,30.08,30.05,10,10,10,16,7,,0.00,4,,219<br />
2007-6-28,84,78,73,67,65,61,74,61,51,30.07,30.03,29.99,10,10,10,15,8,,0.00,3,Rain,153<br />
2007-6-29,84,80,75,68,66,61,71,63,53,30.04,30.00,29.97,10,10,10,14,7,,0.00,3,,164<br />
2007-6-30,84,78,73,68,65,60,73,61,52,30.04,30.00,29.96,10,10,10,13,6,18,0.00,5,,146<br />
2007-7-1,84,78,73,68,65,62,74,63,49,30.02,29.99,29.96,10,10,10,14,6,,0.00,3,,180<br />
2007-7-2,84,78,73,70,68,63,79,66,55,30.02,29.99,29.96,10,10,10,13,9,,0.00,6,,232<br />
2007-7-3,86,82,78,71,69,68,76,69,57,30.05,30.01,29.98,10,10,10,15,10,,0.00,6,,251<br />
2007-7-4,82,78,75,72,69,67,79,71,63,30.05,30.03,30.00,10,10,10,13,7,,0.00,4,,220<br />
2007-7-5,84,80,75,70,67,61,83,64,51,30.06,30.02,29.99,10,10,10,15,9,,0.00,2,Rain,188<br />
2007-7-6,86,80,75,71,67,59,78,66,54,30.05,30.01,29.97,10,10,3,16,9,21,0.04,3,Rain,174<br />
2007-7-7,84,78,71,67,62,55,74,57,48,30.02,29.97,29.93,10,10,10,23,11,,0.01,2,Rain,147<br />
2007-7-8,82,78,73,68,66,63,73,64,56,29.98,29.95,29.91,10,10,10,14,7,,0.00,3,,174<br />
2007-7-9,86,80,73,68,66,62,79,61,49,30.01,29.96,29.92,10,10,10,13,6,,0.00,3,Rain,184<br />
2007-7-10,86,82,77,69,67,64,71,62,49,30.03,29.99,29.94,10,10,10,13,6,,0.00,3,,191<br />
2007-7-11,84,80,75,71,68,62,72,66,56,30.02,30.00,29.95,10,10,10,12,6,,0.00,2,,164<br />
2007-7-12,86,82,78,70,66,59,71,60,50,30.03,30.00,29.97,10,10,10,20,9,25,0.00,2,,152<br />
2007-7-13,86,80,75,70,67,61,76,64,51,30.04,30.02,29.98,10,10,5,16,6,,0.07,5,Rain,232<br />
2007-7-14,86,80,73,72,67,62,89,67,49,30.05,30.02,29.99,10,10,5,16,7,,0.12,4,Rain,200<br />
2007-7-15,84,78,73,73,71,69,94,82,65,30.02,30.00,29.96,10,10,6,14,9,,0.08,5,Rain,199<br />
2007-7-16,80,76,73,73,71,67,94,84,74,30.02,29.98,29.94,10,8,1,16,8,,0.12,6,Rain,184<br />
2007-7-17,84,78,73,72,70,68,94,83,61,30.05,30.00,29.98,10,7,2,15,8,20,1.25,7,Rain,170<br />
2007-7-18,84,80,75,72,68,63,79,67,56,30.06,30.00,29.95,10,10,10,12,6,,0.00,4,,214<br />
2007-7-19,82,78,75,72,70,68,89,76,62,30.03,29.98,29.96,10,10,9,14,7,,0.02,7,Rain,174<br />
2007-7-20,84,78,73,72,69,66,84,71,55,29.98,29.95,29.90,10,10,10,15,7,,0.19,4,Rain,173<br />
2007-7-21,84,80,75,75,72,67,89,77,65,30.03,29.98,29.94,10,9,3,18,8,,0.18,6,Rain,171<br />
2007-7-22,84,80,75,74,70,61,87,72,56,30.04,30.00,29.96,10,10,10,16,7,,0.00,4,,175<br />
2007-7-23,86,80,73,70,68,64,83,69,57,30.01,29.99,29.96,10,10,10,16,9,,0.00,3,Rain,200<br />
2007-7-24,84,78,73,69,67,62,82,65,56,30.01,29.97,29.92,10,10,10,13,7,,0.00,4,,172<br />
2007-7-25,84,78,73,69,66,61,74,64,55,29.98,29.95,29.91,10,10,10,13,7,,0.00,1,,193<br />
2007-7-26,84,78,73,69,66,62,73,65,56,29.98,29.94,29.91,10,10,10,16,8,,0.00,5,Rain,193<br />
2007-7-27,84,78,72,69,67,64,76,66,54,30.01,29.98,29.94,10,10,10,14,8,,0.00,2,,199<br />
2007-7-28,84,80,75,70,67,60,83,68,52,30.02,29.99,29.96,10,10,10,15,8,,0.02,4,Rain,172<br />
2007-7-29,84,78,72,68,64,60,69,61,52,30.00,29.97,29.93,10,10,10,13,8,,0.00,1,,186<br />
2007-7-30,86,80,73,69,65,60,74,63,49,29.97,29.95,29.92,10,10,10,13,7,,0.00,2,,200<br />
2007-7-31,84,78,73,70,68,64,74,68,58,29.98,29.95,29.92,10,10,10,12,7,,0.00,3,,189<br />
2007-8-1,84,78,73,70,68,63,76,65,56,30.00,29.96,29.93,10,10,10,10,6,,0.00,3,,178<br />
2007-8-2,86,80,73,68,65,62,71,60,51,30.00,29.96,29.92,10,10,10,16,8,,0.00,3,,136<br />
2007-8-3,84,81,78,70,67,62,71,64,56,29.99,29.97,29.93,10,10,10,16,9,,0.00,5,,172<br />
2007-8-4,84,80,75,70,67,59,71,63,50,30.03,29.99,29.96,10,10,10,15,10,,0.00,2,,205<br />
2007-8-5,84,78,73,69,67,64,73,65,51,30.03,29.99,29.96,10,10,10,15,8,,0.00,3,,204<br />
2007-8-6,84,80,77,70,67,58,76,64,48,30.02,29.98,29.93,10,10,10,13,6,,0.00,5,Rain,191<br />
2007-8-7,84,78,72,68,62,53,65,56,45,30.01,29.97,29.93,10,10,10,15,7,,0.00,3,Rain,241<br />
2007-8-8,86,80,75,68,67,64,79,65,51,30.04,30.01,29.98,10,10,10,13,6,,0.00,3,,238<br />
2007-8-9,86,80,73,70,67,61,74,65,51,30.04,30.00,29.96,10,10,10,16,8,,0.00,4,Rain,231<br />
2007-8-10,87,81,75,66,64,61,64,56,49,30.02,29.99,29.95,10,10,10,20,6,,0.00,3,,172<br />
2007-8-11,84,80,75,70,68,64,82,67,57,30.04,29.99,29.95,10,10,10,12,7,,0.14,4,,205<br />
2007-8-12,84,78,73,70,67,61,74,64,51,30.03,29.99,29.96,10,10,10,21,7,26,0.00,2,,160<br />
2007-8-13,84,80,75,69,66,62,69,62,56,30.00,29.96,29.91,10,10,10,13,5,,0.00,3,,197<br />
2007-8-14,87,81,75,70,66,63,69,59,46,29.96,29.92,29.86,10,10,10,13,6,,0.00,1,,190<br />
2007-8-15,84,81,78,72,69,64,79,69,57,29.99,29.95,29.91,10,10,5,15,6,,0.00,3,,177<br />
2007-8-16,84,80,77,70,67,60,74,63,54,30.02,29.98,29.95,10,10,10,13,6,,0.00,4,,340<br />
2007-8-17,86,80,75,68,64,60,74,59,46,30.07,30.01,29.97,10,10,10,14,8,,0.00,4,,133<br />
2007-8-18,84,78,73,69,65,61,71,62,54,30.06,30.04,30.01,10,10,10,14,6,,0.00,2,,195<br />
2007-8-19,86,80,75,69,66,61,71,61,50,30.04,30.00,29.95,10,10,10,17,9,23,0.00,2,,155<br />
2007-8-20,82,78,75,69,65,61,69,63,52,29.98,29.95,29.92,10,10,10,13,6,,0.00,2,,181<br />
2007-8-21,82,78,75,68,65,62,73,63,51,30.01,29.96,29.92,10,10,10,13,8,,0.00,3,,156<br />
2007-8-22,84,78,73,68,65,61,69,62,53,30.01,29.98,29.95,10,10,10,13,5,,0.00,3,,184<br />
2007-8-23,84,78,73,68,65,58,71,62,49,29.99,29.97,29.92,10,10,10,12,7,,0.00,3,,205<br />
2007-8-24,84,78,73,70,67,62,74,65,57,29.99,29.96,29.91,10,10,10,13,7,,0.01,3,Rain,314<br />
2007-8-25,86,80,73,69,66,62,73,62,51,29.98,29.95,29.90,10,10,10,12,6,,0.00,0,,345<br />
2007-8-26,84,78,73,70,67,62,74,64,51,29.99,29.95,29.91,10,10,10,13,8,,0.00,0,,220<br />
2007-8-27,86,80,75,70,68,65,79,66,55,29.98,29.95,29.90,10,10,10,13,7,,0.00,2,,199<br />
2007-8-28,86,80,75,70,66,62,69,62,56,29.97,29.94,29.90,10,10,10,13,5,,0.00,2,,236<br />
2007-8-29,87,81,75,71,67,61,74,62,52,29.98,29.93,29.89,10,10,10,15,10,,0.00,3,,268<br />
2007-8-30,82,78,75,72,69,66,82,70,62,30.01,29.97,29.92,10,10,10,13,7,,0.00,4,Rain,172<br />
2007-8-31,84,80,75,71,69,66,79,68,58,30.02,30.00,29.97,10,10,10,13,7,,0.00,4,Rain,193<br />
2007-9-1,84,80,75,72,67,60,83,65,51,30.01,29.98,29.93,10,10,10,18,11,,0.01,4,Rain,139<br />
2007-9-2,86,80,73,69,64,59,68,58,51,30.02,29.97,29.94,10,10,10,16,11,16,0.00,2,,148<br />
2007-9-3,84,78,73,68,65,60,71,59,49,30.04,29.99,29.96,10,10,10,14,7,,0.00,3,,153<br />
2007-9-4,84,78,73,68,65,62,71,61,55,30.01,29.99,29.96,10,10,10,10,5,,0.00,4,,134<br />
2007-9-5,84,80,75,71,68,66,79,68,57,30.00,29.96,29.91,10,10,10,12,4,,0.00,4,Rain,224<br />
2007-9-6,87,80,73,71,69,66,79,67,55,30.04,29.97,29.92,10,10,10,14,9,,0.00,1,,118<br />
2007-9-7,86,80,75,71,69,66,82,68,57,30.05,30.02,29.97,10,10,10,12,6,,0.00,1,,260<br />
2007-9-8,86,80,75,71,68,64,79,65,56,30.06,30.01,29.96,10,10,10,18,7,,0.00,2,,148<br />
2007-9-9,84,78,73,71,67,62,73,64,52,29.98,29.94,29.88,10,10,10,15,8,23,0.00,1,,182<br />
2007-9-10,86,80,75,73,69,61,82,68,58,29.97,29.92,29.89,10,10,10,15,8,20,0.00,2,,212<br />
2007-9-11,84,78,73,71,69,66,84,71,56,29.99,29.94,29.89,10,10,10,13,5,,0.00,2,,201<br />
2007-9-12,84,80,75,71,68,62,82,67,56,29.98,29.94,29.90,10,10,10,14,8,,0.00,5,Rain,202<br />
2007-9-13,84,80,75,72,69,62,82,67,58,29.99,29.94,29.90,10,10,10,13,9,,0.00,7,Rain,286<br />
2007-9-14,86,80,73,75,70,66,82,72,57,30.00,29.96,29.92,10,10,10,14,7,,0.00,2,,239<br />
2007-9-15,84,80,75,74,73,66,90,78,64,30.02,29.99,29.96,10,10,10,15,7,17,0.06,5,Rain,279<br />
2007-9-16,86,80,75,73,71,68,89,74,57,30.00,29.97,29.94,10,10,10,15,5,,0.01,5,,176<br />
2007-9-17,86,80,75,73,70,66,76,69,61,30.01,29.98,29.93,10,10,10,16,7,,0.00,4,,179<br />
2007-9-18,84,80,77,74,70,61,79,69,51,30.01,29.97,29.93,10,10,10,17,7,,0.00,4,Rain,143<br />
2007-9-19,84,80,75,73,69,61,91,71,46,30.01,29.96,29.93,10,10,5,22,6,30,0.06,4,Rain,140<br />
2007-9-20,86,80,75,71,69,65,79,69,59,29.98,29.95,29.91,10,10,10,14,8,,0.00,4,,167<br />
2007-9-21,84,80,75,73,71,66,82,73,62,29.97,29.94,29.89,10,10,10,13,7,,0.00,4,Rain,208<br />
2007-9-22,86,80,75,73,71,60,79,72,50,30.01,29.97,29.92,10,10,10,12,7,,0.00,2,,204<br />
2007-9-23,86,80,73,70,68,62,79,66,55,29.99,29.96,29.93,10,10,10,16,6,21,0.00,2,,159<br />
2007-9-24,86,80,75,69,67,61,73,63,53,29.96,29.92,29.86,10,10,10,14,7,,0.00,2,,156<br />
2007-9-25,84,78,73,71,69,64,76,69,59,29.95,29.92,29.88,10,10,10,13,7,,0.00,0,,202<br />
2007-9-26,84,80,77,74,70,65,82,72,65,29.97,29.93,29.89,10,10,10,14,7,,0.11,3,,209<br />
2007-9-27,84,80,75,73,71,64,94,76,58,30.01,29.96,29.93,10,10,6,13,8,,0.14,3,Rain,149<br />
2007-9-28,84,78,73,73,71,68,87,75,61,30.03,29.99,29.95,10,10,6,10,5,,0.03,3,Rain,157<br />
2007-9-29,84,80,75,73,72,68,87,75,65,30.05,30.00,29.95,10,10,10,12,7,,0.00,2,,240<br />
2007-9-30,82,78,75,74,72,70,82,76,69,30.01,29.98,29.95,10,10,10,12,5,,0.00,5,,178<br />
2007-10-1,84,80,77,74,72,69,83,77,67,30.01,29.98,29.93,10,10,10,10,6,,0.00,4,,173<br />
2007-10-2,86,80,73,73,70,67,88,71,57,30.04,30.00,29.96,10,10,10,14,5,,0.02,2,,170<br />
2007-10-3,84,80,75,71,68,65,77,68,54,30.05,30.01,29.97,10,10,10,12,7,,0.00,3,,144<br />
2007-10-4,84,78,73,72,69,64,82,71,56,30.03,29.99,29.94,10,10,10,14,6,,0.01,4,,163<br />
2007-10-5,84,80,75,70,68,63,76,67,56,30.03,29.99,29.95,10,10,10,14,8,,0.00,3,,171<br />
2007-10-6,84,78,73,72,69,65,84,71,58,30.02,29.98,29.92,10,10,10,13,7,,0.00,2,,177<br />
2007-10-7,84,78,73,71,69,65,83,71,60,30.01,29.96,29.91,10,10,10,12,7,,0.00,2,,158<br />
2007-10-8,82,78,75,71,68,65,79,70,63,30.00,29.94,29.90,10,10,10,10,7,,0.00,3,,174<br />
2007-10-9,84,78,73,72,68,63,76,68,60,30.05,29.98,29.94,10,10,10,12,7,,0.00,2,,162<br />
