
PHT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2001-4-22,95,88,80,79,74,68,94,69,47,29.83,29.78,29.74,6,5,4,14,5,,0.00,4,,140<br />
2001-4-23,95,88,80,77,74,68,89,67,44,29.83,29.80,29.71,6,5,4,12,5,,0.00,3,,83<br />
2001-4-24,86,83,80,79,77,75,89,82,70,29.83,29.79,29.77,5,4,3,12,4,,0.00,6,,125<br />
2001-4-25,95,86,78,79,74,70,100,68,44,29.86,29.81,29.77,6,6,4,16,6,,0.00,3,,107<br />
2001-4-26,93,88,82,77,74,72,84,66,49,29.89,29.84,29.80,6,6,4,26,6,,0.00,4,,118<br />
2001-4-27,95,88,82,75,72,68,79,62,44,29.86,29.83,29.77,6,6,5,16,9,,0.00,3,,114<br />
2001-4-28,91,84,78,75,74,72,83,67,55,29.86,29.82,29.77,6,6,4,18,7,,0.00,2,,106<br />
2001-4-29,95,88,80,75,73,72,79,63,47,29.86,29.82,29.77,6,6,5,16,7,,0.00,1,,119<br />
2001-4-30,95,88,80,77,74,72,79,66,47,29.92,29.86,29.80,6,6,5,14,8,,0.00,2,,114<br />
2001-5-1,96,87,78,77,74,68,89,66,39,29.89,29.83,29.74,6,6,5,9,6,,0.00,2,,118<br />
2001-5-2,96,89,82,77,74,68,79,63,39,29.83,29.79,29.74,6,6,5,16,8,,0.00,2,,143<br />
2001-5-3,95,88,82,79,75,72,89,65,47,29.86,29.80,29.74,6,6,5,14,7,,0.00,3,Rain,120<br />
2001-5-4,95,88,80,75,74,72,84,64,49,29.89,29.84,29.80,6,6,4,16,6,,0.00,2,,84<br />
2001-5-5,95,88,80,77,74,72,79,62,47,29.89,29.84,29.77,6,6,4,16,7,,0.00,3,,119<br />
2001-5-6,95,86,78,79,75,72,100,70,49,29.89,29.83,29.74,6,5,4,16,8,,0.00,4,Rain,103<br />
2001-5-7,93,86,80,79,75,73,94,73,52,29.83,29.77,29.71,6,5,4,9,5,,0.00,4,,72<br />
2001-5-8,93,86,80,79,75,72,94,75,52,29.77,29.74,29.68,6,5,4,12,5,,0.00,4,Rain,74<br />
2001-5-9,87,82,78,81,78,75,100,91,66,29.77,29.73,29.68,5,4,2,9,4,,0.00,7,Rain,49<br />
2001-5-10,86,82,77,82,77,73,100,92,74,29.80,29.71,29.65,6,4,2,16,6,,0.00,8,Rain,95<br />
2001-5-11,87,82,77,81,76,72,100,86,58,29.80,29.75,29.68,6,5,4,16,7,,0.00,7,,215<br />
2001-5-12,84,80,75,79,77,73,100,94,79,29.80,29.73,29.68,6,5,2,16,5,,0.00,8,Rain,172<br />
2001-5-13,89,84,78,79,78,75,100,79,66,29.80,29.75,29.71,6,6,5,18,6,,0.00,4,,258<br />
2001-5-14,91,86,80,79,76,73,94,73,59,29.86,29.80,29.74,6,6,5,9,4,,0.00,3,,249<br />
2001-5-15,93,86,80,81,78,75,100,76,56,29.89,29.85,29.80,6,6,5,18,6,,0.00,3,,175<br />
2001-5-16,95,88,80,81,77,73,100,74,49,29.92,29.87,29.77,6,6,5,12,5,,0.00,3,,167<br />
2001-5-17,95,88,80,79,76,68,94,69,41,29.92,29.88,29.83,6,6,3,12,5,,0.00,3,,133<br />
2001-5-18,95,86,78,77,74,70,89,65,44,29.86,29.84,29.77,6,6,5,9,6,,0.00,3,,124<br />
2001-5-19,91,86,82,81,77,73,94,76,59,29.86,29.80,29.65,6,5,2,18,6,,0.00,4,,179<br />
2001-5-20,89,84,80,81,78,75,94,80,66,29.86,29.79,29.74,6,5,4,16,6,,0.00,4,,209<br />
2001-5-21,91,86,80,81,78,61,100,79,45,29.86,29.77,29.71,6,6,4,18,6,,0.00,3,,243<br />
2001-5-22,87,84,80,81,80,77,94,86,75,29.80,29.76,29.71,6,5,4,21,7,,0.00,4,,253<br />
2001-5-23,87,82,77,81,78,73,100,84,70,29.80,29.77,29.74,6,6,3,30,12,32,0.00,4,,256<br />
2001-5-24,84,80,77,79,77,75,100,86,74,29.80,29.76,29.71,6,6,2,20,6,,0.00,5,,252<br />
2001-5-25,87,82,78,79,77,75,94,83,66,29.80,29.76,29.71,6,5,4,9,4,,0.00,5,,217<br />
2001-5-26,89,83,77,81,77,73,100,87,59,29.83,29.79,29.74,6,5,4,12,5,,0.00,6,,210<br />
2001-5-27,87,82,77,81,78,75,100,90,70,29.83,29.79,29.74,6,5,2,17,5,30,0.00,7,Rain,209<br />
2001-5-28,89,84,78,81,77,75,94,81,62,29.83,29.79,29.74,6,6,4,21,5,,0.00,4,Rain,207<br />
2001-5-29,89,84,78,79,78,75,94,81,66,29.83,29.80,29.77,6,6,5,18,5,,0.00,3,,235<br />
2001-5-30,89,84,78,79,77,75,94,79,66,29.86,29.81,29.77,6,5,4,12,3,,0.00,4,,247<br />
2001-5-31,93,86,80,81,76,61,94,74,45,29.86,29.82,29.77,6,4,2,9,3,,0.00,4,Thunderstorm,83<br />
2001-6-1,93,86,80,79,76,75,94,72,56,29.86,29.82,29.77,6,5,2,16,5,,0.00,5,,101<br />
2001-6-2,91,86,80,77,75,73,79,70,59,29.89,29.86,29.80,6,6,4,12,7,,0.00,3,,106<br />
2001-6-3,93,86,80,79,75,73,89,70,55,29.89,29.87,29.80,6,6,5,14,5,,0.00,3,,101<br />
2001-6-4,91,86,80,77,76,75,89,74,59,29.86,29.79,29.74,6,6,4,14,6,,0.00,4,,117<br />
2001-6-5,95,88,80,81,75,72,94,72,52,29.83,29.79,29.74,6,5,3,12,4,,0.00,4,,150<br />
2001-6-6,93,85,77,79,75,72,94,75,49,29.83,29.78,29.74,6,5,2,12,5,,0.00,3,Thunderstorm,140<br />
2001-6-7,91,84,77,79,76,73,100,82,59,29.83,29.78,29.71,6,5,2,12,5,,0.00,4,Rain-Thunderstorm,11<br />
2001-6-8,91,84,77,81,76,73,100,78,59,29.80,29.76,29.68,6,5,2,14,4,,0.00,4,,75<br />
2001-6-9,89,84,78,79,76,72,94,78,62,29.80,29.77,29.71,6,5,4,9,4,,0.00,4,,286<br />
2001-6-10,89,83,77,81,77,72,100,84,58,29.80,29.76,29.71,6,5,4,12,6,,0.00,5,Rain,144<br />
2001-6-11,89,84,78,81,77,75,94,80,62,29.86,29.80,29.77,6,5,4,12,6,,0.00,5,Rain,170<br />
2001-6-12,91,86,80,79,78,75,94,78,62,29.86,29.83,29.77,6,6,5,14,4,,0.00,3,,236<br />
2001-6-13,91,86,80,81,78,75,94,77,59,29.83,29.80,29.74,6,6,5,16,6,,0.00,2,,252<br />
2001-6-14,91,86,80,79,77,75,94,74,59,29.83,29.80,29.74,6,6,5,18,5,,0.00,2,,242<br />
2001-6-15,89,84,80,79,76,72,89,77,62,29.83,29.79,29.62,6,6,5,18,4,,0.00,4,,237<br />
2001-6-16,89,84,78,79,76,72,94,78,59,29.80,29.76,29.68,6,5,2,14,5,,0.00,5,Rain,271<br />
2001-6-17,86,82,77,82,77,75,100,92,74,29.74,29.69,29.62,6,5,4,16,6,,0.00,8,Rain,276<br />
2001-6-18,87,82,77,79,76,75,94,84,70,29.95,29.69,29.62,6,5,4,9,4,,0.00,7,,204<br />
2001-6-19,86,82,77,79,77,75,94,85,74,29.71,29.68,29.65,6,5,5,14,6,,0.00,6,,238<br />
2001-6-20,91,84,78,82,79,77,100,87,63,29.92,29.68,29.59,6,5,2,14,5,,0.00,6,,162<br />
2001-6-21,89,84,80,81,77,75,100,81,66,29.74,29.67,29.59,6,5,3,16,4,,0.00,6,,302<br />
2001-6-22,80,78,77,77,75,73,100,88,83,29.74,29.65,29.59,6,5,4,12,5,,0.00,7,Rain,215<br />
2001-6-23,89,84,78,77,75,72,94,76,55,29.80,29.75,29.68,6,5,4,12,5,,0.00,7,,189<br />
2001-6-24,87,82,78,77,76,73,89,80,66,29.86,29.83,29.77,6,5,4,12,4,,0.00,6,Rain,198<br />
2001-6-25,87,82,78,79,77,75,94,84,70,29.86,29.80,29.74,6,4,1,12,4,,0.00,6,Rain,156<br />
2001-6-26,89,84,78,79,77,75,94,86,62,29.83,29.78,29.71,6,4,3,14,3,,0.00,6,,126<br />
2001-6-27,86,82,78,81,77,73,94,85,66,29.80,29.76,29.71,5,5,4,12,4,,0.00,7,Rain,222<br />
2001-6-28,87,81,75,79,76,70,100,87,66,29.80,29.76,29.71,6,5,3,12,5,,0.00,6,Rain-Thunderstorm,124<br />
2001-6-29,86,82,78,79,77,72,94,84,70,29.80,29.76,29.74,6,5,4,9,4,,0.00,6,Rain,144<br />
2001-6-30,89,84,78,77,75,73,94,78,62,29.83,29.77,29.74,6,5,4,16,6,,0.00,6,,204<br />
2001-7-1,86,82,78,79,76,73,94,82,70,29.86,29.80,29.77,6,5,4,18,5,,0.00,5,Rain,199<br />
2001-7-2,86,80,75,79,76,73,100,82,70,29.83,29.77,29.68,6,5,4,16,5,,0.00,4,Rain,214<br />
2001-7-3,86,82,78,79,77,75,94,84,70,29.77,29.62,29.50,6,5,5,21,7,32,0.00,6,,275<br />
2001-7-4,82,80,77,77,76,73,100,89,74,29.47,29.30,28.00,6,4,2,30,17,44,0.00,7,Rain,269<br />
2001-7-5,80,78,77,79,76,75,100,93,84,29.68,29.52,29.44,5,4,1,21,12,29,0.00,8,Rain,222<br />
2001-7-6,86,82,78,77,76,73,94,85,70,29.83,29.71,29.65,6,5,4,12,5,,0.00,7,Rain,196<br />
2001-7-7,89,83,77,77,75,72,94,78,62,29.83,29.78,29.74,6,5,3,16,6,,0.00,3,,235<br />
2001-7-8,86,82,77,79,76,73,100,84,74,29.83,29.79,29.74,6,4,1,14,4,,0.00,6,Rain-Thunderstorm,261<br />
2001-7-9,87,82,77,79,76,73,94,82,70,29.80,29.79,29.74,6,5,4,21,6,,0.00,5,Rain,256<br />
2001-7-10,87,82,78,79,76,73,89,80,66,29.83,29.79,29.74,6,6,5,21,5,30,0.00,4,,233<br />
2001-7-11,89,83,77,77,75,70,94,76,62,29.83,29.79,29.74,6,5,4,21,7,,0.00,5,Rain,245<br />
2001-7-12,87,82,78,77,75,72,94,77,66,29.80,29.76,29.71,6,5,4,21,7,,0.00,5,,245<br />
2001-7-13,86,83,80,79,77,75,94,83,74,29.80,29.76,29.74,6,5,4,18,7,,0.00,6,,233<br />
2001-7-14,86,82,77,81,78,75,94,88,79,29.86,29.82,29.77,6,5,4,14,5,,0.00,5,,234<br />
2001-7-15,87,82,77,81,77,75,94,84,70,29.89,29.85,29.80,6,5,4,18,6,,0.00,4,,259<br />
2001-7-16,89,84,78,77,75,70,94,78,66,29.89,29.83,29.77,6,5,3,21,7,,0.00,4,,268<br />
2001-7-17,87,82,77,79,75,70,94,81,66,29.83,29.78,29.74,6,5,4,21,6,,0.00,5,,241<br />
2001-7-18,89,83,77,79,77,73,100,84,70,29.83,29.76,29.71,6,5,4,18,7,,0.00,5,,242<br />
2001-7-19,86,82,77,79,76,75,100,87,79,29.83,29.77,29.71,5,4,3,16,4,,0.00,8,Rain,232<br />
2001-7-20,86,82,77,79,76,73,100,84,70,29.77,29.74,29.71,6,5,4,9,3,,0.00,5,Rain,238<br />
2001-7-21,87,82,77,77,75,70,94,77,62,29.83,29.78,29.74,6,6,5,14,7,,0.00,2,,255<br />
2001-7-22,87,82,77,79,76,70,94,81,66,29.83,29.79,29.71,6,5,2,18,5,,0.00,4,Rain-Thunderstorm,323<br />
2001-7-23,87,82,77,77,75,73,94,84,66,29.80,29.75,29.68,6,5,3,12,3,,0.00,6,Rain-Thunderstorm,287<br />
2001-7-24,89,83,77,77,74,72,94,80,59,29.77,29.71,29.68,6,5,4,16,5,,0.00,6,,216<br />
2001-7-25,86,82,77,77,74,70,94,76,58,29.83,29.76,29.71,6,5,4,16,7,,0.00,5,Rain,258<br />
2001-7-26,87,82,77,75,74,72,89,75,62,29.80,29.77,29.74,6,5,4,23,5,,0.00,4,,248<br />
2001-7-27,84,80,77,77,74,72,89,82,74,29.80,29.77,29.74,6,5,4,21,6,,0.00,7,Rain,238<br />
2001-7-28,86,82,78,75,74,72,84,78,70,29.80,29.75,29.71,5,4,4,21,9,30,0.00,6,,259<br />
2001-7-29,86,82,77,77,74,72,89,78,66,29.86,29.79,29.74,6,5,4,18,8,23,0.00,5,,242<br />
2001-7-30,87,82,77,77,75,73,89,78,66,29.86,29.82,29.80,6,6,4,18,6,,0.00,3,,246<br />
2001-7-31,87,82,78,75,75,73,89,76,66,29.86,29.82,29.77,6,5,5,16,5,,0.00,4,,248<br />
2001-8-1,87,84,80,77,75,73,84,75,66,29.80,29.75,29.68,6,5,4,18,4,30,0.00,3,Rain,278<br />
2001-8-2,87,82,78,75,75,73,89,78,62,29.80,29.71,29.65,6,4,3,12,3,,0.00,6,Rain,275<br />
2001-8-3,89,84,78,77,75,72,89,74,59,29.77,29.74,29.71,6,5,4,9,2,,0.00,6,,83<br />
2001-8-4,86,82,78,77,75,73,89,81,66,29.83,29.78,29.74,6,5,3,7,2,,0.00,7,Rain,102<br />
2001-8-5,82,80,77,75,74,73,94,84,74,29.89,29.83,29.80,6,5,4,9,3,,0.00,7,Rain,273<br />
2001-8-6,86,82,77,77,74,73,94,81,70,29.86,29.82,29.74,6,5,4,14,5,,0.00,5,Rain,271<br />
2001-8-7,82,80,77,75,74,73,94,86,74,29.83,29.77,29.71,6,4,2,18,6,,0.00,6,Rain,230<br />
2001-8-8,84,80,77,77,74,73,89,83,74,29.83,29.77,29.74,6,5,2,18,5,28,0.00,7,Rain,238<br />
2001-8-9,87,82,77,77,74,73,89,75,62,29.86,29.82,29.80,6,6,5,18,4,,0.00,4,,221<br />
2001-8-10,87,82,78,77,75,73,84,77,66,29.86,29.84,29.80,6,5,4,16,4,,0.00,5,,230<br />
2001-8-11,86,82,78,79,75,73,89,81,66,29.86,29.83,29.80,5,4,4,14,5,,0.00,6,Rain,281<br />
2001-8-12,86,82,77,75,74,72,89,80,70,29.86,29.75,29.65,6,5,4,14,6,,0.00,6,,304<br />
2001-8-13,86,82,77,77,75,73,94,82,70,29.74,29.71,29.68,5,4,3,9,3,,0.00,7,,242<br />
2001-8-14,87,82,78,79,76,73,89,79,66,29.77,29.73,29.68,6,5,4,18,5,,0.00,6,,239<br />
2001-8-15,86,82,77,77,75,73,89,84,70,29.74,29.69,29.62,6,5,2,12,4,,0.00,6,Rain,214<br />
2001-8-16,86,82,77,77,75,73,94,85,70,29.68,29.61,29.59,6,5,3,10,3,,0.00,7,Rain,213<br />
2001-8-17,84,80,77,77,75,73,94,86,74,29.59,29.57,29.53,5,4,2,21,7,36,0.00,8,Rain,222<br />
2001-8-18,82,78,75,77,75,73,100,91,79,29.62,29.61,29.59,5,4,2,14,3,,0.00,8,Rain,201<br />
2001-8-19,86,82,77,79,75,73,89,83,70,29.65,29.59,29.56,5,4,2,9,4,,0.00,8,Rain,149<br />
2001-8-20,87,82,77,77,76,75,94,81,70,29.77,29.66,29.62,6,5,3,14,3,,0.00,7,Rain,188<br />
2001-8-21,87,82,78,77,76,75,89,78,70,29.77,29.72,29.68,6,5,4,18,6,,0.00,4,,251<br />
2001-8-22,87,81,75,79,76,73,94,80,70,29.74,29.72,29.68,6,5,4,18,7,,0.00,4,Rain,242<br />
2001-8-23,80,78,77,77,76,73,94,91,79,29.74,29.71,29.68,5,4,1,18,8,,0.00,8,Rain,253<br />
2001-8-24,84,80,75,77,75,73,100,91,79,29.71,29.69,29.62,5,4,2,16,4,,0.00,8,Rain,237<br />
2001-8-25,84,80,75,75,74,73,94,85,74,29.74,29.69,29.65,6,5,4,21,4,25,0.00,6,,239<br />
2001-8-26,80,78,75,75,74,73,94,88,79,29.77,29.68,29.62,6,4,2,9,4,,0.00,7,Rain,194<br />
2001-8-27,84,80,75,77,75,73,94,86,79,29.68,29.65,29.59,6,5,4,18,5,,0.00,7,Rain,228<br />
2001-8-28,87,82,77,77,75,73,94,85,70,29.74,29.68,29.65,6,4,2,18,6,,0.00,7,Rain,201<br />
2001-8-29,87,82,77,77,76,73,94,79,66,29.77,29.73,29.68,6,6,4,14,4,,0.00,6,Rain,218<br />
2001-8-30,89,83,77,75,74,73,89,73,59,29.80,29.75,29.71,6,6,4,18,5,,0.00,3,,240<br />
2001-8-31,89,84,78,75,74,73,89,76,62,29.83,29.79,29.74,6,5,4,18,5,,0.00,5,,249<br />
2001-9-1,87,82,78,79,76,73,89,81,74,29.80,29.77,29.74,6,5,4,18,6,,0.00,6,,239<br />
2001-9-2,87,82,78,79,77,75,94,82,70,29.83,29.75,29.68,6,5,4,21,10,,0.00,6,Rain,255<br />
2001-9-3,86,82,77,79,74,70,94,84,74,29.86,29.80,29.74,6,5,4,12,5,,0.00,7,,265<br />
2001-9-4,87,82,77,79,75,72,89,79,70,29.86,29.82,29.80,6,6,5,18,5,,0.00,5,Rain,264<br />
2001-9-5,87,82,78,77,74,70,84,75,66,29.86,29.83,29.80,6,6,5,18,8,,0.00,5,,269<br />
2001-9-6,87,82,77,79,76,75,94,79,66,29.89,29.85,29.80,6,5,3,18,6,,0.00,3,,242<br />
2001-9-7,87,82,78,79,76,75,89,78,70,29.89,29.84,29.80,6,5,5,18,8,,0.00,4,,246<br />
2001-9-8,87,82,78,77,75,73,89,77,66,29.86,29.82,29.77,6,5,4,18,9,,0.00,4,,240<br />
2001-9-9,87,82,77,77,75,70,89,77,66,29.86,29.80,29.74,6,5,5,18,7,,0.00,4,,234<br />
2001-9-10,87,82,77,77,75,73,89,77,66,29.86,29.82,29.77,6,5,4,18,4,,0.00,3,,263<br />
2001-9-11,89,84,78,77,76,73,89,77,66,29.86,29.82,29.77,6,5,4,16,3,,0.00,3,,256<br />
2001-9-12,87,82,78,77,75,73,89,75,66,29.86,29.82,29.77,6,5,4,14,4,,0.00,4,,285<br />
2001-9-13,87,84,80,77,75,73,79,75,66,29.83,29.78,29.68,6,5,2,21,5,,0.00,5,Rain,280<br />
2001-9-14,84,80,77,75,74,72,94,80,70,29.86,29.80,29.77,6,5,3,10,3,,0.00,6,Rain,279<br />
2001-9-15,87,82,77,77,75,73,89,81,70,29.83,29.79,29.77,6,5,4,14,3,,0.00,4,,249<br />
2001-9-16,86,82,78,77,75,73,89,82,70,29.83,29.80,29.77,6,5,4,21,4,18,0.00,4,Rain,265<br />
2001-9-17,87,82,77,77,76,75,94,81,70,29.83,29.80,29.74,6,5,4,21,8,,0.00,5,Rain,235<br />
2001-9-18,87,82,77,79,76,73,94,81,66,29.83,29.79,29.74,6,5,3,21,6,,0.00,4,Rain,249<br />
2001-9-19,87,82,77,77,75,73,89,80,70,29.83,29.80,29.77,6,5,4,12,5,,0.00,6,Rain,266<br />
2001-9-20,89,84,78,77,75,73,89,78,66,29.83,29.78,29.74,6,5,4,16,5,,0.00,5,,246<br />
2001-9-21,86,82,77,77,75,73,94,81,70,29.83,29.80,29.77,6,5,4,21,7,,0.00,5,,254<br />
2001-9-22,86,82,78,77,75,73,89,80,70,29.77,29.74,29.68,6,5,4,12,4,,0.00,6,,229<br />
2001-9-23,86,82,78,77,76,73,89,84,74,29.74,29.67,29.62,5,5,4,24,8,32,0.00,7,Rain,234<br />
2001-9-24,82,78,75,77,75,73,94,87,79,29.77,29.71,29.68,5,4,2,18,8,,0.00,8,,236<br />
2001-9-25,87,82,77,77,76,73,94,81,66,29.71,29.68,29.62,5,4,4,21,8,28,0.00,7,Rain,227<br />
2001-9-26,86,82,77,77,75,73,94,83,70,29.77,29.70,29.65,6,5,3,22,10,25,0.00,7,Rain,234<br />
2001-9-27,87,82,78,79,76,75,89,80,70,29.80,29.75,29.71,6,5,4,14,5,,0.00,5,,234<br />
2001-9-28,87,82,78,79,76,75,89,78,66,29.83,29.79,29.77,6,5,4,15,4,,0.00,4,,245<br />
2001-9-29,91,84,78,77,76,73,89,79,59,29.86,29.81,29.74,6,5,2,14,3,,0.00,5,Thunderstorm,189<br />
2001-9-30,89,83,77,77,75,72,89,77,55,29.86,29.83,29.77,5,4,3,12,4,,0.00,4,Thunderstorm,26<br />
2001-10-1,89,83,77,77,75,73,89,76,66,29.86,29.83,29.77,6,5,4,12,5,,0.00,4,,101<br />
2001-10-2,89,84,75,77,74,73,94,73,59,29.89,29.84,29.80,6,5,3,9,4,,0.00,5,Rain,66<br />
2001-10-3,86,80,75,75,74,72,94,80,62,29.89,29.85,29.80,6,4,4,9,4,,0.00,7,Rain,7<br />
2001-10-4,87,82,78,77,75,72,89,78,62,29.92,29.85,29.77,6,5,4,12,3,,0.00,6,,91<br />
2001-10-5,89,82,75,77,75,73,94,76,59,29.86,29.81,29.77,5,4,3,9,3,,0.00,4,,175<br />
2001-10-6,89,84,78,77,74,72,89,75,62,29.83,29.82,29.80,9,5,4,16,3,,0.00,5,Rain-Thunderstorm,292<br />
2001-10-7,89,83,77,77,75,73,89,75,59,29.83,29.80,29.74,6,5,4,9,2,,0.00,3,,247<br />
