
PHT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2002-3-17,93,86,78,72,70,68,74,61,46,29.98,29.92,29.86,6,6,6,16,6,,0.00,1,,105<br />
2002-3-18,93,86,78,70,67,63,74,57,41,30.01,29.97,29.92,6,6,5,14,8,,0.00,2,,96<br />
2002-3-19,89,82,75,70,67,64,69,58,46,30.01,29.96,29.89,6,6,5,16,7,,0.00,2,,92<br />
2002-3-20,89,82,75,70,68,66,74,61,46,29.98,29.93,29.83,6,6,4,14,6,,0.00,3,,85<br />
2002-3-21,91,83,75,72,69,66,89,65,46,29.95,29.87,29.77,6,6,4,18,6,,0.00,2,,112<br />
2002-3-22,91,82,73,70,69,66,83,63,49,29.89,29.83,29.77,6,6,4,16,8,,0.00,3,,118<br />
2002-3-23,87,84,80,73,72,70,79,71,62,29.86,29.80,29.68,6,5,4,12,6,,0.00,5,Rain,117<br />
2002-3-24,93,85,77,75,73,70,89,69,46,30.09,29.82,29.74,6,6,4,16,9,23,0.00,2,,110<br />
2002-3-25,93,86,80,75,73,70,84,67,46,29.86,29.82,29.77,6,6,4,13,6,,0.00,3,,113<br />
2002-3-26,93,86,80,73,70,68,74,62,44,29.86,29.85,29.80,6,6,5,13,9,,0.00,2,,109<br />
2002-3-27,93,84,75,72,70,61,83,61,43,29.89,29.83,29.77,6,6,4,12,6,,0.00,2,,114<br />
2002-3-28,91,84,78,72,69,66,74,60,43,29.89,29.85,29.80,6,6,5,16,7,23,0.00,2,,109<br />
2002-3-29,93,86,78,72,67,59,74,57,34,29.95,29.88,29.83,6,6,6,12,5,,0.00,2,,107<br />
2002-3-30,93,83,73,72,68,64,88,62,38,29.95,29.90,29.83,6,6,4,14,5,,0.00,2,,115<br />
2002-3-31,91,82,73,70,67,59,78,59,34,29.98,29.90,29.86,6,6,5,14,5,,0.00,1,,111<br />
2002-4-1,91,82,73,70,67,64,83,58,41,29.98,29.95,29.89,6,6,6,15,7,28,0.00,1,,112<br />
2002-4-2,93,84,75,73,67,64,74,58,38,30.01,29.92,29.83,6,6,5,9,4,,0.00,2,,95<br />
2002-4-3,93,85,77,73,71,66,89,68,41,29.89,29.83,29.74,6,5,4,12,3,,0.00,4,,251<br />
2002-4-4,91,84,77,75,72,64,83,70,41,29.86,29.81,29.77,5,4,3,14,3,,0.00,6,,255<br />
2002-4-5,93,86,78,75,72,68,84,64,44,29.89,29.84,29.80,6,6,5,12,5,,0.00,3,,124<br />
2002-4-6,95,86,78,73,71,68,79,63,44,29.95,29.89,29.80,6,6,5,9,5,,0.00,2,,140<br />
2002-4-7,93,86,80,73,71,68,79,63,44,29.92,29.89,29.80,6,6,5,12,6,,0.00,2,,123<br />
2002-4-8,95,86,78,73,71,66,78,62,41,29.92,29.87,29.83,6,6,5,9,5,,0.00,2,,125<br />
2002-4-9,93,86,80,72,71,68,74,61,44,29.89,29.86,29.83,6,6,4,12,6,,0.00,2,,117<br />
2002-4-10,93,83,73,72,68,66,83,60,43,29.92,29.85,29.77,6,6,4,21,8,,0.00,2,,105<br />
2002-4-11,93,83,73,70,68,64,78,59,38,29.95,29.89,29.80,6,6,4,16,6,,0.00,2,,115<br />
2002-4-12,93,84,75,72,68,66,74,59,44,29.95,29.90,29.86,6,6,4,16,6,25,0.00,3,,112<br />
2002-4-13,91,83,75,75,67,63,89,59,38,29.95,29.90,29.83,6,6,5,18,9,28,0.00,2,,120<br />
2002-4-14,91,83,75,72,69,64,73,62,52,29.92,29.87,29.80,6,6,4,16,7,,0.00,2,,113<br />
2002-4-15,95,88,80,75,72,66,79,64,44,29.95,29.90,29.83,6,6,5,12,5,,0.00,3,Rain,105<br />
2002-4-16,91,84,77,75,72,68,89,66,49,29.92,29.88,29.80,6,6,4,17,9,25,0.00,3,Rain,105<br />
2002-4-17,91,83,75,75,71,68,84,66,49,29.92,29.86,29.80,6,6,4,14,7,,0.00,3,,105<br />
2002-4-18,91,84,78,75,72,66,79,69,52,29.92,29.86,29.80,6,6,4,12,5,,0.00,4,,69<br />
2002-4-19,93,86,78,73,71,70,78,62,46,29.92,29.88,29.80,6,6,5,14,7,,0.00,2,,105<br />
2002-4-20,93,86,80,73,72,70,74,63,49,29.92,29.86,29.77,6,6,5,14,7,,0.00,2,,109<br />
2002-4-21,91,84,77,75,72,68,83,65,55,29.89,29.83,29.77,6,6,5,16,9,,0.00,2,,96<br />
2002-4-22,93,86,78,73,70,66,83,61,49,29.86,29.82,29.77,6,6,6,12,8,,0.00,3,,112<br />
2002-4-23,93,86,78,75,73,72,83,67,49,29.89,29.85,29.80,6,6,5,16,8,,0.00,3,,111<br />
2002-4-24,93,86,80,75,72,70,79,66,49,29.86,29.83,29.77,6,6,4,14,8,22,0.00,3,,104<br />
2002-4-25,93,86,78,73,72,66,83,65,46,29.89,29.83,29.77,6,6,6,14,7,,0.00,2,,100<br />
2002-4-26,91,86,80,73,70,68,74,62,46,29.89,29.85,29.83,6,6,5,14,9,23,0.00,2,,103<br />
2002-4-27,93,86,80,73,70,66,74,62,41,29.89,29.84,29.77,6,6,6,14,8,,0.00,3,,107<br />
2002-4-28,95,88,80,73,72,70,79,62,44,29.86,29.84,29.77,6,6,6,14,8,,0.00,2,,108<br />
2002-4-29,95,88,80,73,71,70,74,62,44,29.86,29.81,29.74,6,6,6,16,8,,0.00,2,,103<br />
2002-4-30,93,86,80,73,70,68,74,60,44,29.83,29.79,29.71,6,6,4,17,8,26,0.00,2,,108<br />
2002-5-1,93,86,80,75,71,70,70,61,46,29.83,29.76,29.56,6,6,6,17,9,28,0.00,2,,117<br />
2002-5-2,93,86,80,73,71,70,74,61,46,29.95,29.82,29.74,6,6,5,16,8,,0.00,2,,109<br />
2002-5-3,93,85,77,73,72,68,89,64,44,29.86,29.81,29.77,6,6,1,14,7,,0.00,2,,106<br />
2002-5-4,93,86,78,75,72,70,79,63,46,29.83,29.79,29.71,6,6,5,16,8,,0.00,1,,100<br />
2002-5-5,95,88,80,75,73,72,79,63,47,29.80,29.77,29.71,6,6,6,16,8,,0.00,2,,102<br />
2002-5-6,91,84,78,73,72,68,79,67,46,29.80,29.78,29.74,6,6,5,16,6,,0.00,2,,111<br />
2002-5-7,93,86,80,75,72,68,79,64,44,29.83,29.77,29.71,6,6,6,14,7,,0.00,2,,112<br />
2002-5-8,91,84,78,77,72,68,79,66,49,29.83,29.80,29.74,6,6,6,14,7,,0.00,2,,116<br />
2002-5-9,89,84,80,75,72,70,74,67,55,29.86,29.83,29.77,6,6,5,12,6,,0.00,3,,121<br />
2002-5-10,95,88,80,73,71,70,74,63,46,29.86,29.82,29.80,6,6,5,18,7,,0.00,2,,127<br />
2002-5-11,93,86,78,73,72,70,78,62,46,29.89,29.81,29.74,6,6,5,14,9,,0.00,2,,128<br />
2002-5-12,96,86,75,73,71,68,83,63,44,29.89,29.86,29.83,6,6,5,14,8,,0.00,2,Rain,128<br />
2002-5-13,93,86,78,73,69,64,74,60,43,29.89,29.83,29.77,6,6,6,14,8,,0.00,1,,117<br />
2002-5-14,95,88,80,77,74,72,79,64,47,29.89,29.87,29.80,6,6,6,9,6,,0.00,2,,130<br />
2002-5-15,93,88,82,79,75,73,79,68,52,29.89,29.83,29.77,6,6,5,14,5,,0.00,4,,184<br />
2002-5-16,96,88,80,77,75,73,84,67,47,29.86,29.80,29.74,6,5,4,12,3,,0.00,5,Rain,166<br />
2002-5-17,93,85,77,77,76,73,94,76,59,29.86,29.82,29.74,6,6,4,16,7,,0.00,6,Thunderstorm,228<br />
2002-5-18,93,86,78,79,76,73,89,71,52,29.83,29.79,29.74,6,6,5,21,6,23,0.00,3,,268<br />
2002-5-19,95,86,77,79,76,73,94,72,56,29.80,29.76,29.68,6,6,4,18,6,,0.00,2,,252<br />
2002-5-20,84,80,77,79,75,70,94,79,66,29.80,29.76,29.71,6,5,2,14,5,,0.00,6,Rain,257<br />
2002-5-21,86,82,78,79,76,73,89,82,74,29.86,29.80,29.74,6,5,4,16,5,,0.00,6,Rain,238<br />
2002-5-22,89,84,80,77,75,73,84,78,66,29.89,29.81,29.77,5,5,4,7,2,,0.00,6,Rain,225<br />
2002-5-23,91,84,78,77,75,73,89,76,59,29.92,29.84,29.80,6,5,3,21,5,,0.00,5,Rain,255<br />
2002-5-24,89,83,77,77,75,72,89,74,66,29.89,29.83,29.80,6,6,5,18,4,,0.00,3,,259<br />
2002-5-25,89,84,80,77,75,75,84,75,62,29.86,29.84,29.80,6,5,4,21,6,23,0.00,5,Rain,252<br />
2002-5-26,89,82,75,77,74,36,94,79,21,29.89,29.83,29.77,6,5,5,16,6,23,0.00,5,Rain,252<br />
2002-5-27,89,83,77,77,75,73,94,79,62,29.89,29.83,29.80,6,5,5,18,3,,0.00,5,Rain,240<br />
2002-5-28,89,84,78,77,75,73,94,77,62,29.89,29.85,29.80,6,6,5,143,6,,0.00,5,,249<br />
2002-5-29,89,83,77,77,75,72,89,82,62,29.89,29.87,29.83,6,5,3,12,2,,0.00,7,Rain-Thunderstorm,206<br />
2002-5-30,91,84,77,77,75,73,94,76,59,29.89,29.84,29.80,6,5,4,14,5,,0.00,4,Rain,292<br />
2002-5-31,87,82,78,77,75,72,89,78,66,29.86,29.82,29.74,6,5,4,17,8,,0.00,4,Rain,258<br />
2002-6-1,87,82,77,77,75,73,89,80,66,29.83,29.80,29.74,6,5,5,14,6,23,0.00,5,Rain,255<br />
2002-6-2,89,84,78,77,75,73,84,75,62,29.80,29.77,29.74,6,6,5,16,7,,0.00,5,,273<br />
2002-6-3,91,84,77,77,75,73,89,78,63,29.83,29.78,29.74,6,6,4,16,6,25,0.00,4,Rain,250<br />
2002-6-4,87,82,78,77,75,73,89,78,66,29.83,29.79,29.77,6,5,4,10,4,,0.00,5,,277<br />
2002-6-5,91,84,78,77,75,73,89,76,59,29.83,29.80,29.77,6,6,5,21,7,,0.00,4,,260<br />
2002-6-6,89,84,78,77,76,73,89,76,59,29.80,29.78,29.74,6,5,3,18,3,,0.00,5,Rain,240<br />
2002-6-7,89,84,78,79,76,73,89,77,66,29.80,29.76,29.71,6,5,5,18,6,,0.00,5,,245<br />
2002-6-8,86,82,77,77,75,72,94,78,66,29.80,29.75,29.68,6,5,4,18,7,,0.00,6,Rain,291<br />
2002-6-9,89,84,78,77,75,73,83,74,66,29.83,29.78,29.74,6,5,4,18,6,,0.00,4,,266<br />
2002-6-10,91,84,78,77,75,73,89,73,55,29.83,29.80,29.77,6,5,4,12,3,,0.00,3,,280<br />
2002-6-11,96,89,82,77,75,72,84,66,47,29.83,29.80,29.74,6,6,3,12,4,,0.00,2,,118<br />
2002-6-12,95,88,82,75,74,72,79,66,53,29.83,29.77,29.71,6,6,5,14,4,,0.00,3,,96<br />
2002-6-13,93,86,80,75,74,72,84,65,49,29.80,29.77,29.71,6,6,5,12,5,,0.00,3,,102<br />
2002-6-14,96,88,80,77,74,72,84,66,44,29.80,29.77,29.71,6,6,5,12,4,,0.00,3,,136<br />
2002-6-15,95,88,80,77,74,70,84,64,44,29.83,29.78,29.71,6,5,4,12,4,,0.00,3,,67<br />
2002-6-16,95,88,80,77,74,72,79,64,47,29.83,29.80,29.74,6,6,4,9,4,,0.00,3,,104<br />
2002-6-17,95,88,82,75,74,72,79,64,47,29.83,29.80,29.74,6,6,4,7,4,,0.00,3,,133<br />
2002-6-18,96,87,78,77,75,68,89,70,39,29.83,29.79,29.74,6,6,2,14,4,,0.00,4,,130<br />
2002-6-19,95,88,80,75,74,70,84,68,44,29.83,29.77,29.71,6,6,4,9,5,,0.00,4,,109<br />
2002-6-20,87,82,78,77,76,72,89,81,66,29.80,29.76,29.71,6,5,5,12,5,,0.00,6,Rain,124<br />
2002-6-21,89,84,78,77,75,73,94,76,59,29.83,29.78,29.71,6,5,4,12,3,,0.00,7,,173<br />
2002-6-22,93,86,80,77,75,73,89,72,56,29.89,29.82,29.77,6,6,5,16,7,,0.00,5,Rain,135<br />
2002-6-23,95,86,78,79,76,73,94,74,49,29.92,29.87,29.83,6,5,4,16,6,23,0.00,3,,99<br />
2002-6-24,93,86,80,77,76,75,89,75,56,29.89,29.86,29.80,6,5,4,16,5,,0.00,3,,216<br />
2002-6-25,91,86,80,77,76,75,89,73,59,29.89,29.86,29.77,6,5,4,18,5,,0.00,5,,250<br />
2002-6-26,89,84,80,77,76,73,84,74,62,29.89,29.84,29.71,6,5,3,12,4,,0.00,4,Thunderstorm,291<br />
2002-6-27,89,84,78,77,75,70,89,72,55,29.86,29.83,29.77,6,5,4,9,3,,0.00,5,,92<br />
2002-6-28,91,84,78,77,76,73,89,74,55,29.86,29.83,29.77,6,5,5,9,3,,0.00,5,,174<br />
2002-6-29,93,85,77,77,75,73,94,74,52,29.83,29.79,29.71,6,5,4,9,3,,0.00,5,Rain,145<br />
2002-6-30,91,84,78,79,76,73,89,77,55,29.80,29.73,29.62,5,4,2,16,4,,0.00,6,Rain,325<br />
2002-7-1,91,84,78,79,76,73,94,77,59,29.74,29.69,29.68,6,5,3,18,4,,0.00,6,Rain,6<br />
2002-7-2,93,86,80,79,76,75,89,78,59,29.71,29.70,29.68,6,5,2,23,4,,0.00,6,Rain,250<br />
2002-7-3,86,82,78,79,76,73,94,87,74,29.74,29.71,29.68,6,5,4,14,8,,0.00,8,,233<br />
2002-7-4,84,80,75,79,77,73,100,92,84,29.74,29.72,29.68,6,4,2,14,9,28,0.00,8,Rain-Thunderstorm,241<br />
2002-7-5,86,80,75,79,76,73,100,86,74,29.74,29.72,29.71,5,4,4,18,8,,0.00,7,Rain,247<br />
2002-7-6,78,76,75,77,76,75,100,97,89,29.77,29.72,29.68,5,4,1,20,6,,0.00,8,Rain,267<br />
2002-7-7,82,78,75,79,76,73,100,93,83,29.74,29.67,29.65,6,4,3,16,5,,0.00,8,Rain,197<br />
2002-7-8,86,82,77,79,77,75,100,87,74,29.68,29.65,29.62,5,4,3,23,5,38,0.00,8,Rain,233<br />
2002-7-9,89,83,77,79,77,75,94,84,70,29.68,29.64,29.59,6,4,2,18,12,32,0.00,7,Rain,224<br />
2002-7-10,87,84,80,77,76,75,89,77,66,29.71,29.65,29.62,5,4,2,21,9,37,0.00,7,,232<br />
2002-7-11,87,82,78,79,77,75,94,83,70,29.74,29.69,29.65,5,4,2,29,11,56,0.00,7,Rain,240<br />
2002-7-12,86,82,77,81,77,73,100,92,79,29.74,29.71,29.68,5,4,2,22,9,34,0.00,8,Rain,275<br />
2002-7-13,78,76,75,77,76,73,100,99,89,29.77,29.72,29.68,5,4,3,16,7,,0.00,8,Rain,335<br />
2002-7-14,82,78,75,77,75,73,100,94,79,29.80,29.72,29.68,5,4,2,12,5,,0.00,8,Rain,219<br />
2002-7-15,84,80,75,79,75,73,100,88,70,29.92,29.82,29.77,6,5,4,16,3,,0.00,8,Rain,275<br />
2002-7-16,89,82,75,79,75,73,94,80,62,29.92,29.86,29.83,6,5,0,14,7,,0.00,3,,285<br />
2002-7-17,87,81,75,77,76,73,94,80,66,29.89,29.84,29.77,6,6,4,18,6,,0.00,3,,263<br />
2002-7-18,87,82,78,79,76,75,89,78,66,29.86,29.82,29.77,6,5,3,9,2,,0.00,4,,242<br />
2002-7-19,87,84,80,77,76,75,89,78,70,29.86,29.82,29.80,5,5,4,16,5,,0.00,6,Rain,263<br />
2002-7-20,82,80,77,79,77,75,100,95,79,29.83,29.79,29.74,4,4,2,12,2,,0.00,8,Rain,292<br />
2002-7-21,82,78,75,79,76,75,100,95,84,29.77,29.73,29.68,6,4,2,16,10,,0.00,8,Rain,244<br />
2002-7-22,86,82,77,77,75,72,94,85,74,29.77,29.75,29.71,6,5,3,21,4,,0.00,6,Rain,234<br />
2002-7-23,87,82,77,75,74,72,94,80,62,29.83,29.76,29.71,6,5,3,23,8,29,0.00,5,,271<br />
2002-7-24,86,82,77,79,76,72,94,85,74,29.83,29.79,29.77,5,5,3,23,5,,0.00,6,,269<br />
2002-7-25,80,78,75,79,75,70,100,96,83,29.80,29.76,29.71,5,4,3,16,6,24,0.00,8,Rain-Thunderstorm,254<br />
2002-7-26,78,76,75,77,75,73,100,98,94,29.80,29.74,29.71,5,4,4,12,6,,0.00,8,Rain,223<br />
2002-7-27,86,80,75,77,75,73,100,86,70,29.80,29.75,29.71,6,5,4,18,4,,0.00,5,,235<br />
2002-7-28,89,82,75,77,75,73,94,80,59,29.86,29.79,29.77,6,6,4,16,3,,0.00,3,,259<br />
2002-7-29,87,82,77,79,76,73,94,81,66,29.83,29.82,29.77,6,6,5,18,5,24,0.00,4,,257<br />
2002-7-30,87,82,78,79,77,75,94,83,70,29.80,29.77,29.74,6,5,4,18,6,28,0.00,5,Rain,262<br />
2002-7-31,86,80,75,77,76,72,94,85,74,29.74,29.71,29.68,6,5,3,20,9,31,0.00,6,Rain,266<br />
2002-8-1,82,80,77,77,75,73,94,87,79,29.74,29.70,29.65,6,5,3,22,10,32,0.00,8,Rain,236<br />
2002-8-2,86,80,75,77,75,72,94,86,74,29.74,29.72,29.71,6,5,3,20,8,29,0.00,7,Rain,234<br />
2002-8-3,89,83,77,77,75,73,94,82,62,29.74,29.72,29.68,6,5,4,18,4,,0.00,7,Rain,234<br />
2002-8-4,89,84,78,75,74,72,89,76,59,29.83,29.75,29.68,6,5,4,16,4,23,0.00,6,,221<br />
2002-8-5,87,82,78,79,75,73,84,77,62,29.86,29.80,29.74,6,6,4,15,4,22,0.00,4,,260<br />
2002-8-6,89,84,78,77,76,75,89,78,62,29.86,29.82,29.77,6,5,2,12,2,,0.00,6,Rain,228<br />
2002-8-7,87,82,78,79,77,75,94,81,70,29.83,29.79,29.74,6,5,4,18,5,23,0.00,5,,250<br />
2002-8-8,87,82,78,79,77,75,94,81,66,29.83,29.78,29.74,6,5,4,16,5,,0.00,4,,250<br />
2002-8-9,87,82,77,79,76,75,94,80,66,29.83,29.79,29.74,6,5,4,16,4,,0.00,4,,249<br />
2002-8-10,87,82,77,77,76,75,94,82,66,29.83,29.78,29.74,6,5,4,16,5,,0.00,6,Rain,267<br />
2002-8-11,87,82,77,79,77,75,94,81,70,29.83,29.78,29.74,6,5,4,9,4,,0.00,7,,296<br />
2002-8-12,84,80,75,79,76,73,94,87,79,29.80,29.74,29.68,5,4,3,8,3,,0.00,7,Rain,264<br />
2002-8-13,78,76,75,79,76,75,100,95,89,29.68,29.64,29.59,6,4,2,18,2,30,0.00,8,Rain,225<br />
2002-8-14,86,82,77,79,75,36,100,84,22,29.92,29.64,29.59,6,5,2,9,3,,0.00,7,Rain-Thunderstorm,112<br />
2002-8-15,84,80,77,79,77,75,100,93,79,29.65,29.61,29.56,6,4,3,12,2,,0.00,8,Rain,119<br />
2002-8-16,84,80,77,77,76,73,100,88,70,29.95,29.64,29.59,8,5,3,12,2,,0.00,8,Rain,162<br />
2002-8-17,86,82,77,77,75,73,94,86,70,29.71,29.65,29.59,6,5,4,12,3,,0.00,7,Rain,180<br />
2002-8-18,87,82,77,77,74,72,94,77,62,29.80,29.71,29.68,6,5,4,13,3,,0.00,7,Rain,207<br />
2002-8-19,87,82,77,75,74,72,89,73,62,29.83,29.78,29.74,6,5,4,15,5,18,0.00,6,,267<br />
2002-8-20,89,84,77,77,75,73,94,75,59,29.89,29.83,29.77,5,4,3,12,3,,0.00,5,Rain,299<br />
2002-8-21,86,82,77,77,76,75,94,86,74,29.86,29.83,29.77,5,4,2,7,3,,0.00,8,Rain,282<br />
2002-8-22,87,82,77,77,76,75,94,82,66,29.89,29.83,29.77,6,4,2,12,4,,0.00,5,,269<br />
2002-8-23,87,82,78,79,77,75,89,79,70,29.89,29.86,29.80,6,5,4,14,3,,0.00,6,,262<br />
2002-8-24,89,84,78,79,76,72,89,83,62,29.89,29.86,29.80,6,5,3,16,3,,0.00,5,Rain,280<br />
2002-8-25,87,81,75,79,76,72,94,84,70,29.86,29.82,29.77,6,5,3,14,4,,0.00,6,Rain-Thunderstorm,268<br />
2002-8-26,87,82,77,79,76,72,94,83,70,29.83,29.80,29.74,6,5,4,16,3,,0.00,7,Rain,267<br />
2002-8-27,87,82,77,79,77,75,94,86,70,29.80,29.75,29.71,5,4,2,16,3,,0.00,6,Rain,260<br />
2002-8-28,87,82,77,79,77,73,100,83,66,29.80,29.76,29.71,6,5,1,10,3,,0.00,6,Thunderstorm,259<br />
2002-8-29,89,84,78,79,77,75,94,81,62,29.83,29.78,29.71,6,5,4,14,3,,0.00,6,,255<br />
2002-8-30,87,82,78,79,76,73,94,81,70,29.83,29.79,29.77,6,5,4,18,6,24,0.00,5,,253<br />
2002-8-31,87,82,77,79,76,75,94,82,70,29.83,29.80,29.74,6,5,4,18,5,,0.00,4,,249<br />
2002-9-1,89,83,77,77,75,72,89,77,55,29.89,29.84,29.80,6,6,4,14,5,,0.00,3,,247<br />
2002-9-2,89,84,77,77,75,72,89,79,58,29.92,29.88,29.86,6,6,2,14,4,,0.00,4,Thunderstorm,259<br />
2002-9-3,87,82,77,77,75,73,94,79,62,29.89,29.82,29.77,6,5,3,14,4,,0.00,4,,261<br />
2002-9-4,87,84,80,77,75,72,84,74,58,29.83,29.79,29.77,6,6,5,18,7,,0.00,3,,282<br />
2002-9-5,86,82,77,79,77,75,100,86,74,29.83,29.76,29.71,6,5,2,21,7,,0.00,6,Rain,237<br />
2002-9-6,80,78,77,77,76,73,100,94,89,29.77,29.75,29.71,6,5,2,12,6,,0.00,7,Rain,226<br />
2002-9-7,84,80,75,77,75,75,100,90,74,29.74,29.70,29.65,6,5,3,16,7,,0.00,8,Rain,211<br />
2002-9-8,84,80,75,77,76,75,100,95,74,29.80,29.74,29.71,6,5,3,18,6,30,0.00,7,Rain,202<br />
2002-9-9,84,80,77,79,76,75,100,91,74,29.80,29.76,29.74,6,5,4,20,4,25,0.00,7,Rain,215<br />
2002-9-10,84,80,77,77,76,75,100,88,79,29.80,29.77,29.74,6,5,3,16,4,,0.00,7,Rain,218<br />
2002-9-11,84,80,77,77,76,73,100,92,79,29.92,29.86,29.80,5,4,4,18,2,21,0.00,8,Rain,129<br />
2002-9-12,86,82,77,77,76,72,100,87,66,29.95,29.91,29.86,6,5,3,12,3,,0.00,7,Rain,268<br />
2002-9-13,86,82,77,77,76,73,100,84,66,29.95,29.90,29.83,5,4,3,9,2,,0.00,7,Rain,268<br />
2002-9-14,86,80,75,77,75,73,94,87,70,29.95,29.89,29.83,6,4,2,16,3,,0.00,7,Rain,327<br />
2002-9-15,87,80,73,77,75,72,100,86,70,29.89,29.87,29.80,6,5,4,14,4,,0.00,6,Rain,270<br />
2002-9-16,84,80,77,77,76,73,100,87,79,29.89,29.84,29.80,6,5,4,17,7,23,0.00,6,Rain,242<br />
2002-9-17,82,78,75,77,76,73,100,92,83,29.86,29.80,29.74,6,5,3,30,5,38,0.00,6,Rain,225<br />
2002-9-18,86,82,77,79,75,73,94,85,70,29.89,29.83,29.74,6,6,4,22,3,25,0.00,6,Rain,245<br />
2002-9-19,86,82,77,79,76,75,94,85,70,29.89,29.82,29.74,6,6,5,16,4,,0.00,4,,247<br />
2002-9-20,86,82,77,77,75,75,94,85,74,29.86,29.83,29.74,6,5,4,9,3,,0.00,6,Rain,247<br />
2002-9-21,89,83,77,77,76,75,94,82,62,29.86,29.81,29.74,6,5,4,12,3,,0.00,5,Rain,234<br />
2002-9-22,86,82,77,79,76,75,100,85,70,29.89,29.83,29.80,6,5,4,12,3,,0.00,6,Rain-Thunderstorm,249<br />
2002-9-23,86,82,77,79,77,75,100,89,70,29.89,29.85,29.80,5,4,4,12,2,,0.00,8,Rain,358<br />
2002-9-24,93,85,77,79,76,72,100,80,49,29.95,29.88,29.83,6,5,2,12,2,,0.00,6,,150<br />
2002-9-25,89,84,78,79,77,73,94,83,70,29.95,29.91,29.86,5,4,4,9,2,,0.00,6,Thunderstorm,287<br />
2002-9-26,89,84,78,77,76,73,94,77,62,29.92,29.88,29.80,6,5,2,7,3,,0.00,4,,111<br />
2002-9-27,91,84,78,79,76,73,89,73,59,29.89,29.85,29.77,6,5,4,7,3,,0.00,4,,165<br />
2002-9-28,89,84,78,79,77,75,100,82,62,29.86,29.83,29.80,6,5,4,7,2,,0.00,6,,42<br />
2002-9-29,87,82,78,79,76,75,94,83,70,29.86,29.81,29.77,6,5,4,7,2,,0.00,6,Rain,183<br />
2002-9-30,86,82,77,79,77,75,100,88,70,29.89,29.84,29.80,5,4,4,7,2,,0.00,7,Rain,230<br />
2002-10-1,89,83,77,79,76,73,94,80,66,29.86,29.83,29.77,6,5,3,7,2,,0.00,4,,133<br />
2002-10-2,87,82,78,79,75,73,94,77,66,29.89,29.83,29.77,6,5,4,9,4,,0.00,5,,71<br />
2002-10-3,91,84,77,77,76,73,94,81,63,29.89,29.84,29.80,6,5,4,14,2,,0.00,4,,101<br />
2002-10-4,86,82,78,79,76,73,89,85,74,29.89,29.85,29.80,6,5,4,12,4,,0.00,6,Rain,65<br />
2002-10-5,87,82,77,77,76,73,100,85,66,29.86,29.80,29.74,6,5,4,107,9,,0.00,6,Rain,86<br />
2002-10-6,82,80,77,77,76,75,94,88,79,29.83,29.79,29.74,5,4,3,8,2,,0.00,6,,276<br />
